	phone	review
2652	Micromax Canvas Nitro A311 (Blue)	good phone regular updates on the status of order and timely delivery lets see how the phone performs after few months
2653	Micromax Canvas Nitro A311 (Blue)	it has some problems firstly i just thing to replays it  but i am lived in wayanad msnanthavady in my city their is no delivery office of amasonein for replaysing it iwant to go to calicut so that i just adjust with this phone  after i using this phone i just started to like it  the  frond camara is very good but  it battery backup is very low and it is heat fastly
2654	Micromax Canvas Nitro A311 (Blue)	good phone but pathetic unreliable battery show very slow decline for the first few hours and then plummets to zero within minutes i have tried getting a replacement assuming that it was a problem with the piece but found the same problem in the replacement piece too stay away from this one if you value your money
2655	Micromax Canvas Nitro A311 (Blue)	picture qualitylook is wonderful but instrument gets heated up if u talk or play  more than 15min which s nit expected and we have to charge the phone twice daily not much satisfied after paying suchwe bought after reading amazon reviws onlybut think twice before buyingagain for servicing micromac takes longer periodif u have lot of patiencemoney then go for it
2656	Micromax Canvas Nitro A311 (Blue)	i order blue but amazon delivered white handset  not happy 128524 with the amazon but i like the phone 128241 internal memory is good  i came across review that it can nt uninstall preinstall apps but i can delete which is good to enlarge internal by removing unwanted apps8230 otg is nt supported baterry life is not up to my expectation camera 128247 r clear both front n rear
2657	Micromax Canvas Nitro A311 (Blue)	waste of of money dont buy i bought this mobile not with lot of hopes and features but to meet features of other mobiles which is available in market at the same rate rs1150000 amazon has delivered within committed date but with regard to performance of the mobile damn waste it was getting too heat even when we are not using if we put for charging omg it was heated like anything we were not able to touch mobile in hands that much of heat generated hence i decided to return this mobile  thanks to amazon they were accepted my request and honestly refunded my money without deducting single pie  my suggestion is dont buy this mobile it is waste of money if you know how to claim defected products it is ok but if you dont know it is simply waste of money  thanks  moahn kumar d n bangalore
2658	HTC Desire 816G+ Octa-core (Dual SIM, 16GB, Blue)	bought the phone as per the reviews but unfortunately i have received a device which is not working i have contacted the authorized service center they have certified that the device is damaged i have contacted the amazon team they too denied the replacement hence i have forcefully returned the product back please verify many times before you buy the phone
2659	HTC Desire 816G+ Octa-core (Dual SIM, 16GB, Blue)	i usually dont write reviews but i wanted to as i was really happy by the amazon service the delivery was before time like it was 3rd april but i recieved it on 2nd april just in two days which was pretty impressive and the phoneoh i am like in love with it the camera is good 5mp front and 13mp primary octacore processor is what makes the phone worth buying with internal 16gb you feel like memory card installed by default and you can prefer not buying one till you dont need it desperately 55 inch display and the sleek design makes you fall in love with the phone and i can bet you on this one overall its an amazing experience 
2660	HTC Desire 816G+ Octa-core (Dual SIM, 16GB, Blue)	i have been using this phone for the past two weeks it has not hanged yet i am a moderate user of a phone so the battery on an average is lasting up to 25 days with moderate usage of internet and heavy usage of pdf reader and other apps like watsapp camera quality is pretty good for a mobile phone the biggest plus is the screen size  its optimal for users who read a lot on a phone video and audio recoding quality is very good overall this smartphone meets all my expectations
2661	HTC Desire 816G+ Octa-core (Dual SIM, 16GB, Blue)	after searching on google reading lots of reviews for almost 30 days i bought this phone here because of the selling price well delivery was good but packaging was really bad because htc box was in a pouch only now about this phone this phone comes with octa core processor amazing looks no lag phone good camera and touch is cream sound is amazing battery last for almost two days after charging fully  well if you think this device has some serious heating issues then you are absolutely wrong even i phone6 get heats up very quickly  personal experience   this phone is very good quality phone htc brand is enough  you may get too much specification in other cheap chinese brands now its up to you quality over quantity   go for it amazing stuff 
2662	HTC Desire 816G+ Octa-core (Dual SIM, 16GB, Blue)	this is my first purchase from amazon and i am very happy with thier delivery services i recieved my order within just 4 days via cod positives htc desire 816 g is best phone according to me in this range user interface  screen resolution is awesome it gives you very rich and branded feel screen size is also perfect 5534 with adding an update to 816g of octacore processor htc has done perfect update in desire 816 so that your phone never hang like samsung phones internal memory is awesome this time i have downloaded 40  apps and 3 big games in my phone still its working properly also there is no heat issue in this set like other cheap chinese handsets  negatives first thing to improve is the touch of its keyboard sometimes you will have to press it many a times still it wont appear specially corner keyboard letters like a  l secondly camera pixel is only 8mp  4mp whereas htc claims it to be 13mp  5mp on box battery backup is also good it may last around 15 to 2 daysalso dont get confused by other users comments there is no model like 816g there is only 816g amazon has put  symbol because it comes with octacore whereas older version does not comes with octacore processor so dont get confused still i would surely advise to go for it because of its sleek and sexy look and other many reasons 
2663	HTC Desire 816G+ Octa-core (Dual SIM, 16GB, Blue)	i have received that phone in damage condition display was damaged when i opened the box
2664	HTC Desire 816G+ Octa-core (Dual SIM, 16GB, Blue)	defective productmic has some problems4 days yet i have not recevied my refund highly unsatisfiedi will surely opt snapdeal for future use
2665	HTC Desire 816G+ Octa-core (Dual SIM, 16GB, Blue)	the look and feel of this phone is very rich you will come to know when u will take it in hand n its great for show off too p   nice boom sound speakers with lots of sound but not satisfied with its headphones should have given some better vaccum headphones battery backup is excellent lasting upto 152 days with moderate usage display is awesome n best n unique part is it has clear motion option with which video quality becomes excellent i have not seen this feature in any other phone you will simply love it  comming to the camera quality i have not been satisfiedthough it captures macro images more better than other high end devices so because of this i gave it 4 stars n 17 ghz octa core processor is an extra touch to make this phone best in its class  but should have mentioned which processor is been used so overall go ahead to buy this phone without any second thought 
2666	HTC Desire 816G+ Octa-core (Dual SIM, 16GB, Blue)	never buy any htc mobile just a waste of money
2667	HTC Desire 816G+ Octa-core (Dual SIM, 16GB, Blue)	its a really good device for the budget  camera is very good13mp rear and 5 mp front  all the apps and games are working well without any lags  yes internal storage is 16gbless than 12gb available it has an octacore processor the dual front facing speakers are the bestand yes both of them works  it doesnt have gorilla glassdont forget to get yourself a good phone case   battery life is good  and this is a review after more than 3 months of usage and im still satisfied with the product  and it works on kitkat and there will not be an update to lollipop because htc says that lollipop doesnt run as smooth as kitkat does and if you really want to use a phone that runs on lollipop and should be more powerful than the 816g go for the 820 or you just want a phone slightly less powerful than the 816g and runs on lollipop go for the 816  oh  and i forgot the back cover is not removable which is a good thing and you dont have to be afraid of it because the phone doest restart or lags or anything  but certain apps may crashwhich is also seen in high end android devices overall its a really good device for everyday use
2668	HTC Desire 816G+ Octa-core (Dual SIM, 16GB, Blue)	htc is htc dudebest in classcamera clarity awsomespeakers awsomedesign too good i would have given 5 but just because of the slow service of amazon it slide down to 4 i ordered the product on 9th but it got deliverd on 16thbut it is saidsabar ka fhal mitha hota hai
2669	HTC Desire 816G+ Octa-core (Dual SIM, 16GB, Blue)	after tons of online research i finally zeroed down on purchasing htc desire 816g  the phone was delivered very quickly with good packaging now coming on actual phone review i have summarized my reviews as below  pros screen  awesome 55 inch 720p screen with vibrant colors  speed octacore processor is what makes the phone worth buying  call  great call quality  sound  boom sound the main reason i bought this phone  camera the 13 megapixel camera kicks ass  design always been fan of htc for its sleek design and beautiful metallic body finish  cons  there is only one con which is very annoying is the battery  i would still recommend this phone cause it is just awesome
2670	HTC Desire 816G+ Octa-core (Dual SIM, 16GB, Blue)	i bought it from a local shop it looks gorgeous hd display is excellent colors are vibrant performance is excellent gaming looks good asphalt8 runs good i think no frame drop as far brothers in arm 3 runs excellent great graphics and smooth internal storage is11gb available which is more than enough i think
2671	HTC Desire 816G+ Octa-core (Dual SIM, 16GB, Blue)	only one day overi have got the new htc 816goctacore phone today while charging i usually switch off the phonei did the same today too but the phone never switch on again i am going to return the phone now very very disappointment on the brand and amazon
2672	HTC Desire 816G+ Octa-core (Dual SIM, 16GB, Blue)	good phone but heating and battry backup is very bed so i did not recommend this brand 
2673	HTC Desire 816G+ Octa-core (Dual SIM, 16GB, Blue)	amazon service is very good  now let me talk about mobial  is u want to buy brand name than this phone is perfect 4 u becoz htc is big brand after apple  look vise its very sexy and have also huge screen and camara is batter than any other phones perfomance vise it have little bit trouble becoz of 1gb ram rather than i have 140aaps instlled in my mobbut as compare samsung mobialsit dont stuck heating prb is also notable point but this prbs are not for alwayssome timesit occursvery few timesso over all its brand name phone and sonunds very good to use  not bad  but i got it in just 15500 from amazon128540
2674	HTC Desire 816G+ Octa-core (Dual SIM, 16GB, Blue)	within two weeks of purchase the mic is not working i had to take the headset all around to attend calls and now the moblie is in service and the delivery date is still not informed to me properly
2675	HTC Desire 816G+ Octa-core (Dual SIM, 16GB, Blue)	ive been using this phone for the last 2 weeks i got it from amazon for rs16k im very satisfied with the product pros amazing display good quality video playback very good video recording on both cams best cam for macro shots great performance no lags no heating average battery backup great speakers asphalt 8 works very well great keyboard stunning looks premium feel cons single handed operation can be difficult at times
2676	HTC Desire 816G+ Octa-core (Dual SIM, 16GB, Blue)	1 poor build quality for sim slot 2 hangs often 3 perfomance not good considering it an octacore consider other options before you buy 
2677	HTC Desire 816G+ Octa-core (Dual SIM, 16GB, Blue)	the product ia good andno lag observedstill havent checked mic and network connectivity good choice under mid range budget mobiles
2678	Xolo Win Q1000 (White)	hi i suresh i am recently purchased xolo win q 1000  i was really told this phone was awesome to the futures and game experience  i am fully flat on this graphics looking awesome  i was thinking to this window mobile there is no apps  and not support some apps but finally i was change my mind after using this phone  because here we have a windows store and there is lot of useful  apps available but small mistake is mobile camera dont have zoom option  that is only mistake otherwise this phone was overall good to cost of windows phone and  phone display looking cristal  clean picture
2679	Xolo Win Q1000 (White)	third grade product will not function properly xolo customer care also does not any support in fact the customer care is very in efficient and clogged with all the customer complaints of xolo products  never buy a xolo product
2680	Xolo Win Q1000 (White)	fantastic
2681	Xolo Win Q1000 (White)	good
2682	Xolo Win Q1000 (White)	all the function are good but the major is quality of back cameraits so bad and i am not feeling well to take a selfisecond problem is that of sound speakeri am not alsoeveryone dont like these type of sound quality
2683	Xolo Win Q1000 (White)	bed quality phone 
2684	Samsung Galaxy S3 Neo (Marble White)	no otg support and no nfc in this mobile otherwise gud phone charge backup and games support is very nice
2685	Samsung Galaxy S3 Neo (Marble White)	good phone
2686	Samsung Z1 SM-Z130H (Black)	i think samsung is desperately trying to compete with low priced phones if so then  this will definitely fail at this price one can get many other brand phones with far superior specifications why offer tizen when android platform is free samsung and others should realise that a sizeable customers dont care for brands anymore but will try a high spec phone available at throw away prices micromax spark lenovo a6000 etc etc offers are simply irresistible
2687	Samsung Z1 SM-Z130H (Black)	samsung promoting their tizen os by this phone tizen looks like a developed version of samsungs bada os with some new so called smart features and a new ui for apps and games we have to visit tizen store which is preinstalled in this device most of good apps and games are pay n use most of the free apps are almost useless internal storage is 4gb from which 2gb occupies by system  pros  i screen  touch touch is great there is lack of sensor so no option for auto brightness screen resolution is good  ii sound sound is good  iii tizen store some useful apps are available on store  iv camera 31mp camera is good front camera is also nice  v smooth ui ui is smoothbut smoothness is not everything  vi some apps are movable on sd card  cons  itizen store tizen store is a place of wastes i cant find any descent photo editing app there only whatsapp available hike  we chat and other messengers are missing not even that we can not use whatsapp without installing an another app called acl this acl occupies almost 155mb on internal storage  ii hanging problem hangs while playing game or some high resolution videos  iii back cover back cover attracts dust easily  iv mp3 player although sound is good but there is lack of equalizer  v gps gps is too slowor useless to use i cannot find my location after waiting for 15 minutes  vi ultra power saving mode this is the main attraction of this device ultra power saving mode is nothing but a marketing gimmick cause by enabling this we can not explore all features this app saves power with a simple ui and giving permission to access limited apps in any phone we can save power by this process no one needs a app for that  verdict if you are former android user dont ever think to buy this
2688	Samsung Z1 SM-Z130H (Black)	performance of this phone is really good though the camera is a 3mp still picture looks like from a 5mp only disadvantage is that the number of available apps is in the store i am expecting that people start contributing towards the tizen apps to create huge repository satisfied with the phone at this price range
2689	Samsung Z1 SM-Z130H (Black)	i bought this mobile phone for my momand she is not so familiar witth these android touch phonesbut when she use this mobile she feel very comfortable
2690	Samsung Z1 SM-Z130H (Black)	i expected that there will be google play store but it is not available some apps are not being found to download and use
2691	Samsung Z1 SM-Z130H (Black)	i couldnt understand the pricing when i was searching i found the rate as 7500 and a savings of around 1900 but on the box it is mentioned as 5990 which is correct and whether this is the same mobile order or anything else though it working well and it comes with tizen os which is also confusing whether this is a android or something else
2692	Samsung Z1 SM-Z130H (Black)	had initial problems with watsapp but works fine now with new watsapp messanger speed is really fast given the specs a good buy for 5k as quality hardware and fast user interface dont get worried after seeing specsphone is way ahead according to specs i cant play asphalt 8 on my 12 gb ram micromax properly but on this with 756 mb ram it runs without any lagsor hangs and crashes eververy smoothand mind you its a 2gb game good battery life only one problem is that not all android apps are there in tizen storebut increasing every day overall quality hardware and speed at this price
2693	Samsung Z1 SM-Z130H (Black)	i have gifted this phone to my wifeand she loves this phone very muchthanks for samsung who provides such features in such a low price
2694	Samsung Z1 SM-Z130H (Black)	i need original receipt for samsung z1 which i purchased on 19th may 2015 can u send by email address  ajaymahadik1999gmailcom
2695	Samsung Z1 SM-Z130H (Black)	apps are terrible and there arent enough of them for basic phone use it might be ok the os is surprisingly fast compared to android
2696	Samsung Z1 SM-Z130H (Black)	not at all good samsung should never sell this product at a price level of above 5000
2697	Samsung Z1 SM-Z130H (Black)	interface is fresh and smoothwhatsapp working greatneed more applications
2698	Samsung Z1 SM-Z130H (Black)	it is my third phone from samsung after trend and star pro both the phones failed to provide a smooth android experience but this phone does not run android but a tenson os  coming to pros the phone have 1a 768 mb of ram good for tenson 2 a 3g network 3 a stylish and sleek look a certain no of cons r there as well 1 less no of apps 2 bad front camera 3 less amount of space approx 3gb 4 sound not that loud but this is a good phone and must buy option for people looking for phones under 6k
2699	Samsung Z1 SM-Z130H (Black)	awesome phonewith amazing battery life security and camera
2700	Samsung Z1 SM-Z130H (Black)	this phone runs tizenwhy does samsung expect indians to buy this instead of redmi note 2
2701	Samsung Z1 SM-Z130H (Black)	very good phone in lower segment and excellent features worth for money  i am 100 satisfied with it
2702	Samsung Z1 SM-Z130H (Black)	there is no android phone bad phone
2703	Samsung Z1 SM-Z130H (Black)	lookwise good picture clarity good
2704	Samsung Z1 SM-Z130H (Black)	dint much like it too slow
2705	Samsung Z1 SM-Z130H (Black)	brought this phone from a local phone my advice do not by this because 1tizen app store is very limited no popular games or apps 2poor whattsapp experience app crashes while pressing the send button 3 samsung has so many apps in android like s voice but no such apps in tizen so the arent supporting tizen 4 location icon always blinking poor gps chip draining the bettery forced to switch off the location setting 5 contact problem with the charger and phone 6 battery indicator is shown in grey and white so very difficult to determine the capacity unless you include battery capacity in percentage 7 while charging also it very difficult to determine whether charging or not white battery with a invisible grey z mark on it note android changes the battery colour to green while charging and charging shows in notification led also tizen is a half baked product and samsung is experimenting with our money
2706	Samsung Galaxy E5 (Black)	i have been using this phone for over two months now to start at around 16k this is an awesome phone some of its features are absolutely top drawer when compared to other phones in this price range 1 the cameras both front and back are brilliant some very clever features have been added to the stock camera app which eliminates the need of installing any other camera app there is a gesture recognition feature for the front camera which makes it a real joy to use and gives clear steady and shakefree selfies as you dont need to tap or click anywhere on the phone to take the pic it also has a facetweeking feature which i found real fun to use as far as the basic parameters are concerned it takes really good low light pictures the flash responds well even in complete darkness it has a good enough zoom and the photos hold out well and dont look granular even when zoomed to a large extent in computer 2 super amoled display is stunning and at this price its a great addition 5inch screen gives great output for both still images and videos i am not a keen gamer so cant say much about its rendering of high end games though games like temple run 2 run smoothly 3 12 ghz processor works fine and i have not experienced any lag till now i am a big app addict and love to keep loads of apps installed in my phone and the speed is perfectly fine 4 the phone is very sleek and its form factor feels better compared to galaxy s3 or s4 those who have not used  a 5 inch screen before might find it a little difficult to handle initially but its superb display makes it worthwhile 5 there are a few very good features in the phone which you wont find in any other phone like the split screen display which lets you use two apps simultaneously it has a ups ultra power saving mode which which turns the phone into a black and white one and greatly enhances battery life it also has screen mirroring which gives direct output from phone to tv 6 there are a lot of preinstalled apps by google and samsung which cant be deleted which is a a bit annoying 7 there is a catch in the dual sim feature as there is no different slot for memory stick and one of the sim slot doubles up as a memory stick slot so effectively you can use either two sim cards or one sim and one memory stick at a time though 16 gb  internal memory of which around 12 gb is usable is enough for keeping quite a few apps songs videos and games and i didnt feel the need to have extra memory 8 battery performance is ok lasts almost for a day with average internet usage though i feel they could have given a little more than 2400mah considering that it has a 5inch display and its multi tasking features 9 volume rocker is on the left side of the display which makes it a little clumsy to handle if you are using a flip cover  overall a very good buy at this range though i have to admit at all samsung phones look the same but you get the 34samsung34 reliability and a good service network  ps  i got a 2400 inr cash back from paytm with the phone which was really useful this offer was given by samsung and paytm and could have been availed irrespective of where you buy the phone from dont know whether this offer is still on or not
2707	Samsung Galaxy E5 (Black)	i bought this phone one month back in this phone features are 8 mega pixel rear camera  and 5 mega pixel front camera 15gb ram16 gb internal memory totally this phone is very nice no hanging no struck charging also good super phone
2708	Samsung Galaxy E5 (Black)	actually this is not a dual sim phone in the second slot you can use a second sim or the memory card there is no separate slot for memory card transferring the data from the old samsung smart phone to this phone is not possible this facility is not good enough for execution
2709	Samsung Galaxy E5 (Black)	using since about a month i dont play games therefore battery is super meeting requirements
2710	Samsung Galaxy E5 (Black)	best performingslim  handy best part is ultra saving mode for long long battery life
2711	Samsung Galaxy E5 (Black)	folks  i have been using it for 2 months  nd its awwwsome phone at 15k   reached my expectations  proscameratouchgreat battery life   pretty fast multi tasking display cons its getting hanged at navigation keys but its rare   no doubt i got another great product from samsung 
2712	Samsung Galaxy E5 (Black)	nice slim and light weighted phone with some good specs and under a descent price
2713	Samsung Galaxy E5 (Black)	amazing phone love it
2714	Samsung Galaxy E5 (Black)	good mobile in this pricebetter to go for this phone compare to grand2
2715	Samsung Galaxy E5 (Black)	this phone is g8 phone with lots of featers in this rate
2716	Samsung Galaxy E5 (Black)	samsung galaxy e5 which i got was faultykeys were getting touched automaticallyphone has a heating problem when i tried to put the phone for packaging it was turning on again and again
2717	Samsung Galaxy E5 (Black)	samsung product is waste of money you can buy other product like xiome micromax  samsung e5 the battery promblem and if you are useing 2g network then it work very very slow
2718	Samsung Galaxy E5 (Black)	using it since 2 months nwfeelin gr8 to use it sleek n light in weight and accompanied by its featuresmakes it even  more awesome
2719	Samsung Galaxy E5 (Black)	nice and sharp displaygood battery backup clear sound and best is very customize able phone prize is bit high but it is good
2720	Samsung Galaxy E5 (Black)	nice product but expectations were high and its not up to it  purchased it 3 months ago n its screen had broken due to battry degrade
2721	Samsung Galaxy E5 (Black)	goodbut battery life is less
2722	Samsung Galaxy E5 (Black)	unlike the a5 that came packed in a full metal body the galaxy e5 comes with a metal frame and the rest is plastic body rear side is black colour made of plastic matte finish give a good grip and soft to touch the handset still looks premium  there is outdoor option in brightness settings that will increase the brightness to maximum for about 15 minutes after which brightness will switch to default this is a good option to quickly increase the brightness when you are using the handset under direct sunlight  the screen is 5 inches 8211 it8217s super amoled supporting 1280 x 720 pixels resolution touch is smooth and responsive viewing angles are great  this is a dual sim handset with 3g support you will need 2 nano sim8217s sim slot 2 is hybrid slot that can either hold a nano sim or a micro sd card you cannot use both together  this handset is running android 444 kitkat with touchwiz ui  camera quality is above average rear camera can shoot full hd videos  the samsung galaxy e5 is a cheaper version of the galaxy a5 there are some specs changes that helped reduce the cost but this handset still does not compete with the lenovo a6000 price wise the galaxy e5 is priced at under rs 16500 though the e5 has an advantage when it comes to build quality and super amoled screen there is still a huge price difference
2723	Samsung Galaxy E5 (Black)	good phone with excellent camera and battery life phone made for selfie crazy people
2724	Samsung Galaxy E5 (Black)	gr8 look and feature and luv itamazing smartphone gr8 sp at reasonable price
2725	Samsung Galaxy E5 (Black)	good phone is this price but battery back up is not so great
2726	Intex Aqua R2 (Silver-Black)	i review this phone after 7 day use this is a average phone phone with basic features dual sim phone 1 normal sim slot and other was micro but this is not a 3g phone basic 2g phone its a android but you cant use main android appsinternal memory was very low you cant install youtube and whatsapp together memory not enough to install both these apps its not support flash so most of the other apps not working camera quality is poor and flash light is too low its touch screen and keyboard was very small so typing is very difficult and also battery not last even for 1 day i have to charge this phone twice a day other thing was speaker and 35mm jack are very poor even my  rs1500 headphones not gives good music experience and speaker was not clear but if you want a good looking phone with mp3 player fm bluetooth wifi dual sim and with decent touch screen then this is the phone for you this is the great looking phone and metal finish at back cover look awesome if you want to buy phone of around rs 2500 this is not the phone you want but around rs1700 its ok  but overall phone is ok not so good neither so bad
2727	Intex Aqua R2 (Silver-Black)	good product low quality flash light but overall performance is well i pay 1000rupee low price good mobile
2728	Intex Aqua R2 (Silver-Black)	i also paid rs 1000 for it but in such price it is well
2729	Intex Aqua R2 (Silver-Black)	lowest pricephone im gifted this phone to my sister she is not use android phone but this phone looks very cute light weight thanks amazon
2730	Intex Aqua R2 (Silver-Black)	i purchased this product for 1000 rupees during offer time provided by amazon few days back product is very excellent and superb quality
2731	Intex Aqua R2 (Silver-Black)	guys not a good phone very small screen size touch screen also not works well i gave u a advice not to purchase this phone
2732	Intex Aqua R2 (Silver-Black)	a great phone at a very smart pricei am truly satisfied with my purchase you cant get more than this in such a price
2733	Intex Aqua R2 (Silver-Black)	not a good phone but i purchased in a discount  at only 999 so not a bad deal at all  what else u will get in 999
2734	Intex Aqua R2 (Silver-Black)	i bought this phone in 999 in summer  sale  great phone at this price value for money
2735	Intex Aqua R2 (Silver-Black)	 999  worth every bit  do not expect 4000 quality  features at this price
2736	Intex Aqua R2 (Silver-Black)	good for beginners
2737	Intex Aqua R2 (Silver-Black)	its nice phone with minimum prize so light and working wonderfully
2738	Intex Aqua R2 (Silver-Black)	its a gud beginners phone and my father love it
2739	Intex Aqua R2 (Silver-Black)	i receive my product the quality of product is goog
2740	Intex Aqua R2 (Silver-Black)	offer price me kyu ni mill rha h product
2741	Intex Aqua R2 (Silver-Black)	good phn at this pricend i am hpy
2742	Intex Aqua R2 (Silver-Black)	affordable android mobile
2743	Intex Aqua R2 (Silver-Black)	nice phone at this price
2744	Intex Aqua R2 (Silver-Black)	ok enough in this rate
2745	Intex Aqua R2 (Silver-Black)	good at low price
2746	Samsung Galaxy S6 (Black, 32GB)	just an absolute beast of a phone dont worry about the battery life just turn off bluetoothnfc google now and install samsung push service from playstore the battery life on ur s6 will skyrocket like anything fetching about 45 hours of screen on time on average auto brightness no need to even switch on the power saving and ultra saving modes dont go by the negative reviews and yes do buy the gold platinum one instead of sapphire black or white it just looks more like a premium phone you wont regret it for even a second the black and white ones look just like an ordinary galaxy s4 as a matter of fact the gold platinum version has a color shifting effect so according to lighting conditions it will shift its color from gold to silver it just gets a lot of attention due to its color shifting and it is awesome
2747	Samsung Galaxy S6 (Black, 32GB)	ive beeb using this phone for over 3 weeks now and below are pro  cons  pros beautiful looking phone and comfortable grip feels really premium decent amount of feauture or rather you can say there is something for everyone   software and hardware camera is superb dispatched is superb speak are decent and in some setup really good quality speed of the phone is excellent  better then iphone 6  my wife has a iphone 6 no lag whatsoever themes in built and in store are great and that too for free fast charing is really great feature i have fat fingers hence i love the samsung keyboard  special shout out  finger print scanner work perfectly fine  trust me i can go onabout pros for this phone  cons very poor battery life  hope fully software update can fix it  my verdict if you are in 2 minds  be rest assured you will not regret buying this phone  also i am a apple fan boy all of my other gadgets are of apple laptoptabletdesktop hence i do feel out of place sometime i am a hard core tech guy hence ecosystem does matter to me but i am still happy about the compraised i made 3 weeks back i am loving this phone cause of that started to appreciate andriod
2748	Samsung Galaxy S6 (Black, 32GB)	loaded hardware sleek and stylish faster processing better gaming experience front cam of 5mp is really cool sad part gosh it had waterproof and memory expansion slot which was more expected in samsung 
2749	Samsung Galaxy S6 (Black, 32GB)	every thing is fine but the battery must be 3000mah minimum capacity
2750	Samsung Galaxy S6 (Black, 32GB)	still waiting for the free wireless charger
2751	Samsung Galaxy S6 (Black, 32GB)	the phone its design n user interface are all the best samsung has done yet camera both front and back are fast n impressive design is very sturdy but the back glass makes phone slippery the only disadvantage is the battery which hardly lasts for a day with moderate usage charges from 5 to 100 within 90 mins which is really good
2752	Samsung Galaxy S6 (Black, 32GB)	it is certainly a revolutionary jump in controls and gimmicks  by samsung with this flagship phone i ve been an ageold user of galaxy s series phones and based on my thorough examination of s6 these are my findings pro great customization really fast charging turbo it is pretty handy apps like the beamer sidesync health monitor camera is simply rad esp at low lights sometimes brighter than what i could see with me bare eyes good tweaks in the design as opposed to the stereotypical samsung s series bar concept yeah yeah it looks like an iphones twin bro but who cares great looks with the samsung clear view cover i really recommend the silver one which could act as a make do mirror in emergency stunning display great keyboard cons drab touchwiz but other themes are available which is some solace to a loyal sammy user like yours truly you could find it difficult to keep track of some the addon features and some are plain useless at least to me and yeah samsung could go overboard with their innovation at times dont have much to boast about the speakers free wireless charger is a bust feels so fragile and i bet it is gonna shatter on the first drop so i would recommend a decent case battery literally leaks it would have been such a disaster without the turbo charging feature tends to heat up real quick  but to be frank amazon was simply superb with their delivery received within 2 days of purchase hats off
2753	Samsung Galaxy S6 (Black, 32GB)	defective product sold by seller ezeekart phone started over heating on charging and did not switch on even once after receiving very poor experience considering the premium price of the phone
2754	Samsung Galaxy S6 (Black, 32GB)	even though i love  live samsung here are some of my major disappointments with the new samsung galaxy s6  s6 edge  1 no mhl 3 to hdmi support  2 no usb 3  31  usb type c  3 no user replaceable battery  4 no micro sd card slot  5 no ip67 dustproof or waterproof  6 no glove mode for increasing touchscreen sensitivity  7 no led indicator notification menu just on or off option  8 smaller battery  9 no temp  humidity sensor  10 ever increasing size s4 was just 136mm in lenght and was very compact and convenient s6 is 8mm longer at 143mm with marginal increase in screen size  11 it is clear from various drop tests that s6 is not as durable as most samsung phones in the past  12 no way to sort apps in the app drawer only an edit option to manually sort each and every app and no way to move entire app drawer pages for arrangement  hope samsung incorporates these features in the upcoming note 5 and s7  please like and share this video so that this message reaches samsung and it incorporates these features in the upcoming note 5 and s7
2755	Samsung Galaxy S6 (Black, 32GB)	advantages 5134 quad hd super amoled display with 576 pixel density576 ppiisnt that the best in class 16 mp rear camera and 5 mp front camera the camera isnt the best in class but the features are amazing quick launch feature open camera in 07 seconds tracking auto focusit is a must have feature in any smart phone camera for focusing moving objects real time hdr photography indeed a cool feature but nowadays many phones seems to have it though ultra hd video recordingwe are talking about 4k resolution here and you guessed it right4k from a mobile fast chargingor should i say fastest chargingafter 10 minutes of chargingyou get 4 hours of use wireless chargingthis is a must have feature for any smartphonei just hate plugging in the cordsits frustrating samsung payit is an advanced paying system using near field communication technologyit seems like this technology is too new for india but it is certainly the future  disadvantages no sd card slot i do not even know a company like samsung did not provide an sd card slot samsung galaxy s6 does not have a new designyesthe samsung galaxy s6 edge looks amazing but s6 is nothing more than an upgraded s5at least in terms of looks costly i totally understand that its the flagship device of samsung but this thing costs a whooping 49000i think samsung should provide quality goods for less pricei meanthis is a freaking mobile
2756	Samsung Galaxy S6 (Black, 32GB)	this mobile is useless at this price 1 battery is just half day 2 back glass is just 05 mm gorilla glass same like tempered glass protector mine back glass has been shattered strangely itself without any physical damage and it was inside the cover but still broken in many lines i contact everywhere in samsung ceo or marketing and estore also i visit service centre also but they dont even want to hear anything after so many arguments they give me so expensive price for changing this weak small back glass  7800  which is equivalent  to cost of a nice quad core 534 mobile so after 6 days today they change my glass back  but again new glass with a small cut mark well done samsung for this dishonest pricing for small back changing good bye for your arrogance
2757	Samsung Galaxy S6 (Black, 32GB)	very good phone
2758	Samsung Galaxy S6 (Black, 32GB)	i got a gold platinum s6 64gb best android smartphone till date well secured now superb camera amazing display latest os 502 lollipop well built all over with gorilla glass 4 again a latest and alloy metal very classy at this price a must buy compared to iphone6 or iphone6 plus
2759	Samsung Galaxy S6 (Black, 32GB)	better than iphone 6 in every aspect for this price if touchwiz is a factor  you can always flash a custom rom to make it run even smoother than iphone 6
2760	Samsung Galaxy S6 (Black, 32GB)	the great people who are saying that this is a copy of iphone cannot see that 1 this is made of glass rather than aluminium in iphone 2 software is totally different than ios on iphone 3 iphone doesnt have an ir blaster on the top 4 iphone 6 has a white band at the bottom and up which is a style copied from htc please dont get fooled by the useless reviews i have personally used the device and also have seen a speed comparison with the iphone 6 it is much faster than the iphone 6 and the camera is outstanding
2761	Samsung Galaxy S6 (Black, 32GB)	this is the best smart phone iv ever usedi really appreciate samsung this one is so premium and its so fast coming to the camera its the best iv seen in the smart phone im really happy thank u samsung and thank u amazon
